"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"80127",79.0738051815004,0.532271715723607,0.222192063147185,2.39554783453727,0.0165955486570083,0.0371740289916985
"55072",702.163628132844,-0.531879193512233,0.140659772889485,-3.78131702181919,0.000156000863185405,0.000694861454883061
"283578",208.745398578219,-0.5259283183146,0.168704678005758,-3.11744952500161,0.00182423181526487,0.00592214386404828
"122509",209.643535351167,-0.524701697110866,0.18475338378455,-2.84001129702039,0.00451119362081539,0.0128727053638554
"283600",0.550461492546276,0.523528566766729,0.599123978763048,0.873823424406426,0.382214421749911,NA
"1743",1514.19888879154,0.521718114815406,0.11122237257948,4.69076591980256,2.72184224395567e-06,2.06675478863075e-05
"7453",3893.71824011719,-0.521412850943666,0.108624464573438,-4.80014196609597,1.58553194675406e-06,1.26842555740324e-05
"6729",607.502675796322,0.520144647505694,0.149578226599278,3.4774088403867,0.00050628517741201,0.00195530827138431
"338005",304.178617003405,0.518608606759575,0.147145242177688,3.52446738395604,0.000424335050947289,0.00168231949402111
"51222",806.643348887699,-0.518000738096405,0.19059744598518,-2.71777376354078,0.00657227597902945,0.0176310158000311
"1073",378.133576171255,0.515571222488357,0.170174918588575,3.02965458579023,0.00244833572689433,0.00761704448367126
"145389",113.777189377681,-0.515018021904882,0.224433765175872,-2.29474393704219,0.0217478032295133,0.0467666298752613
"161247",6.69726937340053,0.511963268868847,0.587668530812848,0.871176933977922,0.383657552220604,0.492488777635618
"23503",1184.72909009369,0.509856846738586,0.114209722737689,4.46421578230778,8.03625444722549e-06,5.45491210963185e-05
"5427",96.4388016119171,0.505927572055077,0.213973823444131,2.36443675170938,0.018057510408259,0.0398510574527096
"26520",116.934542268689,0.503453042248215,0.208833542586254,2.41078629425766,0.0159181725725574,0.0360168753156853
"384",306.563931996922,0.497698182536876,0.148546406906343,3.3504558804352,0.000806786605187183,0.0029626262223267
"115708",501.513726289288,0.496829782751993,0.169238739486455,2.93567409128426,0.0033282379558574,0.00994033736149409
"51637",396.266441921992,0.494231316267667,0.15257563473295,3.23925453190943,0.00119842573092238,0.00409843303399408
"145241",6.47866414663616,-0.492916070688717,0.624615815918924,-0.789150799781699,0.430023874006447,0.536631463941193
"9578",4085.72471089244,-0.489462686002605,0.125744062869859,-3.89253118462684,9.92037430051905e-05,0.000483079096373101
"30001",732.457150357068,-0.486747984576763,0.142078458864643,-3.42590979988377,0.000612743830326441,0.00228757696655205
"6655",180.616921806147,0.486546667773334,0.182482732945438,2.66626140413411,0.00767000286010762,0.0200945104171241
"2079",948.316810885468,0.485976315344017,0.114154583698701,4.25717741327583,2.07024066338432e-05,0.000132495402456597
"29986",0.380986229138297,0.485355169844338,0.560917728427151,0.865287626414136,0.38688094052525,NA
"641372",0.380986229138297,0.485355169844338,0.560917728427151,0.865287626414136,0.38688094052525,NA
"11183",303.832111715731,-0.484034010061898,0.165057870577578,-2.93251093309362,0.00336233083771618,0.00997565705494602
"90135",343.910124938093,0.482290968033721,0.155117180368582,3.10920406680759,0.00187592103319072,0.00600294730621031
"4149",394.373803558462,0.480971102165786,0.134123332850361,3.58603601583921,0.000335742609793247,0.00139271008506828
